ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
201516,VE1M006008,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VI1M003004,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,TO1M055005,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201516,RO1M00300G,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201516,SA1M00900B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VA1M013001,SCUOLA SECONDARIA I GRADO,2,12 anni,72
201516,NA1M03300T,SCUOLA SECONDARIA I GRADO,2,12 anni,23
201516,VT1M00600E,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201516,MI1M05100T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201516,MI1M10600R,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201516,RM1M02600N,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201516,LC1M05000X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,NA1M024003,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201516,MI1M09300X,SCUOLA SECONDARIA I GRADO,3,13 anni,49
201516,RM1M15000B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201516,SR1M00200P,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,MI1M03600Q,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,CA1M01200C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,17
201516,MI1M00600X,SCUOLA SECONDARIA I GRADO,3,13 anni,38
201516,VR1M020006,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201516,RM1M010004,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201516,MI1M07300P,SCUOLA SECONDARIA I GRADO,1,11 anni,84
201516,VA1M009009,SCUOLA SECONDARIA I GRADO,1,11 anni,29
201516,RM1M08500D,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,VA1M9G500V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,ME1M010008,SCUOLA SECONDARIA I GRADO,2,12 anni,27
201516,RN1M02000L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,VR1M00900B,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,PR1M008004,SCUOLA SECONDARIA I GRADO,2,12 anni,27
201516,RM1M04700P,SCUOLA SECONDARIA I GRADO,2,12 anni,23
201516,VE1M006008,SCUOLA SECONDARIA I GRADO,1,11 anni,22
201516,VR1M02900L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201516,MI1M083009,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201516,CT1M01600C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,12
201516,RM1M149007,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201516,LO1MOF5006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,MI1M027001,SCUOLA SECONDARIA I GRADO,2,12 anni,26
201516,BO1M01000V,SCUOLA SECONDARIA I GRADO,1,11 anni,39
201516,RM1M14100L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,AL1M00400B,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201516,TO1M012007,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,PV1M00500T,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,BG1M02400V,SCUOLA SECONDARIA I GRADO,2,12 anni,69
201516,RM1M05100A,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,CN1M00400Q,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201516,MI1M076006,SCUOLA SECONDARIA I GRADO,3,13 anni,15
201516,TV1M00500C,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201516,VI1M011003,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201516,MI1M021002,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201516,LC1M01000D,SCUOLA SECONDARIA I GRADO,2,12 anni,41
201516,VT1M00500P,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201516,RM1M10400N,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201516,NA1M01300L,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201516,CO1M02500D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201516,RN1M010002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201516,PD1M00800T,SCUOLA SECONDARIA I GRADO,2,13 anni,7
201516,VI1M017002,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201516,NA1MZ9500S,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201516,CO1M01800A,SCUOLA SECONDARIA I GRADO,2,12 anni,32
201516,PV1MPM500O,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201516,BS1M02400B,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201516,VA1M9G500V,SCUOLA SECONDARIA I GRADO,3,13 anni,32
201516,MI1M04600A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201516,BG1M00300T,SCUOLA SECONDARIA I GRADO,2,12 anni,23
201516,MI1M00100R,SCUOLA SECONDARIA I GRADO,1,11 anni,104
201516,ME1M00600L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,UD1M00700C,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,NO1M01400B,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MI1M089008,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,CO1M021006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,RM1M09800G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,SA1M3G5007,SCUOLA SECONDARIA I GRADO,1,11 anni,5
201617,MI1M055005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,MO1MSQ500N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,RM1M08400N,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,GE1M007002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,MI1M00800G,SCUOLA SECONDARIA I GRADO,3,13 anni,74
201617,VT1M00400V,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,MI1M05300D,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M08000A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,VA1M00300A,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201617,GE1M01700L,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,LU1M004005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,PA1M01700R,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,BG1M00300T,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201617,RM1M11900B,SCUOLA SECONDARIA I GRADO,1,11 anni,69
201617,TO1M01100B,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,RM1M09700Q,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201617,RM1M029005,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
201617,MI1M085001,SCUOLA SECONDARIA I GRADO,3,13 anni,86
201617,BS1M01600C,SCUOLA SECONDARIA I GRADO,3,13 anni,33
201617,MI1M07300P,SCUOLA SECONDARIA I GRADO,2,12 anni,84
201617,NA1M008005,SCUOLA SECONDARIA I GRADO,1,11 anni,17
201617,BO1M01000V,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1M03200C,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,CA1M01000R,SCUOLA SECONDARIA I GRADO,2,11 anni,15
201617,SA1M00900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,MI1M04300V,SCUOLA SECONDARIA I GRADO,2,12 anni,43
201617,PD1M01000T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,RM1M13400D,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201617,PV1M00200A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,VR1M02900L,SCUOLA SECONDARIA I GRADO,2,12 anni,28
201617,RM1M11600X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,PT1M00100X,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,TA1M00300D,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201617,MI1M09400Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,9
201617,TO1M018006,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201617,MI1M00600X,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,BS1M01000D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,CS1MT95008,SCUOLA SECONDARIA I GRADO,3,13 anni,2
201617,VA1MAR500M,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,NA1M007009,SCUOLA SECONDARIA I GRADO,1,11 anni,10
201617,NA1M02600P,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,LC1M10100G,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,RC1M00400N,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201617,CT1M00100P,SCUOLA SECONDARIA I GRADO,1,11 anni,5
201617,LC1M10100G,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,VI1M017002,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201617,VE1M00400L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,CT1M02400B,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,MI1M077002,SCUOLA SECONDARIA I GRADO,1,11 anni,44
201617,BO1M001004,SCUOLA SECONDARIA I GRADO,3,13 anni,24
201617,SR1M00200P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,BN1M002007,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201617,FE1MFE500C,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,SA1M00600X,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,BG1M01900B,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,VR1M026005,SCUOLA SECONDARIA I GRADO,2,12 anni,35
201617,MI1M021002,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,NA1MRS5001,SCUOLA SECONDARIA I GRADO,3,13 anni,3
201617,LO1M02000T,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,CT1M011009,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,PD1M00900N,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1M020006,SCUOLA SECONDARIA I GRADO,1,11 anni,46
201617,BO1M01000V,SCUOLA SECONDARIA I GRADO,2,12 anni,38
201617,BG1M015004,SCUOLA SECONDARIA I GRADO,3,13 anni,64
201617,BA1MD7500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201617,NA1MLP500B,SCUOLA SECONDARIA I GRADO,2,12 anni,6
201617,BS1M02200Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,FI1M029002,SCUOLA SECONDARIA I GRADO,1,11 anni,53
201617,RM1M04900A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,FR1M00100E,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,FI1M001006,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MI1M071003,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201617,CT1M00700N,SCUOLA SECONDARIA I GRADO,2,12 anni,5
201617,CO1M01100G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,AQ1M00200G,SCUOLA SECONDARIA I GRADO,3,13 anni,18
201617,NA1M04600X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,RM1M10900R,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,VR1M01600E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,MI1M004008,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,CO1M02300T,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201617,RM1M01100X,SCUOLA SECONDARIA I GRADO,1,11 anni,26
201617,MI1M041007,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M07500A,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201617,CO1M02300T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,VR1M021002,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,BO1MZN5006,SCUOLA SECONDARIA I GRADO,1,11 anni,41
201617,MC1M8S500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,GE1M015001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,MI1M07500A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,PA1M008002,SCUOLA SECONDARIA I GRADO,3,12 anni,19
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201617,PE1M004005,SCUOLA SECONDARIA I GRADO,1,11 anni,2
201617,GE1M01700L,SCUOLA SECONDARIA I GRADO,1,11 anni,37
201617,VR1M00100R,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M114008,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201617,BG1M010001,SCUOLA SECONDARIA I GRADO,2,12 anni,140
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201617,VA1M02100X,SCUOLA SECONDARIA I GRADO,3,13 anni,24
201617,MI1M026005,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,PN1M00100D,SCUOLA SECONDARIA I GRADO,2,12 anni,72
201617,CT1M011009,SCUOLA SECONDARIA I GRADO,2,12 anni,4
201617,MI1M04000B,SCUOLA SECONDARIA I GRADO,1,11 anni,46
201617,NA1M26500L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201617,TO1M05100T,SCUOLA SECONDARIA I GRADO,2,12 anni,40
201617,RM1M09700Q,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,RC1M00500D,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,SR1M00100V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M085001,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,BS1M01600C,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,NO1M01400B,SCUOLA SECONDARIA I GRADO,2,12 anni,25
201617,MI1M089008,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M07800A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,BN1M002007,SCUOLA SECONDARIA I GRADO,1,11 anni,4
201617,AQ1M00200G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,RM1M03900Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,FO1M00500P,SCUOLA SECONDARIA I GRADO,1,11 anni,6
201617,RM1M11900B,SCUOLA SECONDARIA I GRADO,2,11 anni,12
201617,FR1M00100E,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,LC1M05000X,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MI1M05300D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,MI1M055005,SCUOLA SECONDARIA I GRADO,3,13 anni,38
201617,MO1MSQ500N,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,RM1M08400N,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201617,CE1M00600G,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,GR1M00200E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,LU1M004005,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,UD1M00100D,SCUOLA SECONDARIA I GRADO,2,12 anni,42
201617,CR1M00200X,SCUOLA SECONDARIA I GRADO,3,13 anni,32
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,TO1M05100T,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,SA1M00600X,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,VT1M00500P,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1M026005,SCUOLA SECONDARIA I GRADO,2,12 anni,46
201617,MI1M07300P,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,TO1M02900L,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201617,NA1M037005,SCUOLA SECONDARIA I GRADO,1,11 anni,6
201617,BS1M01000D,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,RM1M11600X,SCUOLA SECONDARIA I GRADO,3,13 anni,45
201617,VA1M004006,SCUOLA SECONDARIA I GRADO,1,11 anni,27
201617,FI1M001006,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201617,RM1M13400D,SCUOLA SECONDARIA I GRADO,2,12 anni,41
201617,PV1M00200A,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,VR1M02900L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,PT1M00100X,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201617,PD1M00800T,SCUOLA SECONDARIA I GRADO,3,13 anni,63
201617,RM1M04700P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,TV1M01200G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,MI1M09400Q,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201617,VE1M00400L,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201617,PD1M001003,SCUOLA SECONDARIA I GRADO,2,12 anni,26
201617,NA1M00600D,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201617,LC1M10100G,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,MI1MN45001,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,BO1M00900P,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,VA1M013001,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,PD1M00900N,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,GE1M007002,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,CT1M02400B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,9
201617,MI1M076006,SCUOLA SECONDARIA I GRADO,3,13 anni,19
201617,RM1M05000E,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,CT1M00200E,SCUOLA SECONDARIA I GRADO,2,11 anni,5
201617,RM1M02100E,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,TO1M018006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201617,SA1M00600X,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201617,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,VR1M021002,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201617,GE1M030003,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,BG1M015004,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,BA1MD7500G,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201617,BS1M02200Q,SCUOLA SECONDARIA I GRADO,3,13 anni,26
201617,VA1MAR500M,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201617,VR1M026005,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,KR1M00100A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,NA1M008005,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,VR1M01600E,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,MI1M071003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,BG1M010001,SCUOLA SECONDARIA I GRADO,3,13 anni,146
201617,RM1M03900Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,12
201617,BG1M023003,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,CO1M01100G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,NO1M01200Q,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,LO1M010007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,MI1M041007,SCUOLA SECONDARIA I GRADO,3,13 anni,174
201617,CO1M02300T,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201617,MI1M00600X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,BG1M00300T,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,MI1MB1500E,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201617,GE1M015001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,MI1M004008,SCUOLA SECONDARIA I GRADO,2,12 anni,69
201617,LC1M05000X,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,TS1M003003,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201617,NA1M007009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
201617,MI1MVA500E,SCUOLA SECONDARIA I GRADO,2,12 anni,34
201617,GE1M030003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201617,CO1M022002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,PA1M008002,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,VR1M021002,SCUOLA SECONDARIA I GRADO,2,12 anni,16
201617,RC1M00500D,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,NA1MU75009,SCUOLA SECONDARIA I GRADO,2,13 anni,9
201617,VA1M017008,SCUOLA SECONDARIA I GRADO,3,13 anni,83
201617,RM1M036008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,NA1M04600X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,VA1M9G500V,SCUOLA SECONDARIA I GRADO,1,11 anni,51
201617,CT1M011009,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,2
201617,BS1M00300A,SCUOLA SECONDARIA I GRADO,2,12 anni,54
201617,VR1M00100R,SCUOLA SECONDARIA I GRADO,1,11 anni,33
201617,NA1M26500L,SCUOLA SECONDARIA I GRADO,1,12 anni,4
201617,TO1M05100T,SCUOLA SECONDARIA I GRADO,2,13 anni,6
201617,BO1MUE500U,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,PS1M00200L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,VA1M00600T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
201617,SR1M00200P,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201617,MI1M00700Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,VA1M004006,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,RM1M058005,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201617,MI1MVA500E,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201617,TV1M00900Q,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201617,MI1M07500A,SCUOLA SECONDARIA I GRADO,3,13 anni,48
201617,TA1M01100C,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,MI1M02400D,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,FO1M00100B,SCUOLA SECONDARIA I GRADO,3,13 anni,34
201617,RM1M11900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,13
201617,LC1M05000X,SCUOLA SECONDARIA I GRADO,2,12 anni,80
201617,BG1M015004,SCUOLA SECONDARIA I GRADO,1,11 anni,82
201617,PE1M00100N,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,RM1M114008,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,NA1M059002,SCUOLA SECONDARIA I GRADO,1,11 anni,4
201617,NA1M03500D,SCUOLA SECONDARIA I GRADO,1,11 anni,6
201617,FI1M010001,SCUOLA SECONDARIA I GRADO,3,13 anni,18
201617,CE1M00600G,SCUOLA SECONDARIA I GRADO,2,12 anni,17
201617,PD1M001003,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M03900Q,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201617,MI1M00900B,SCUOLA SECONDARIA I GRADO,1,11 anni,73
201617,TO1M04600A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,VR1M026005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201617,FI1M028006,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201617,MI1M026005,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,RM1M101006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,RM1M086009,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,TO1M02900L,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201617,CS1MUP500H,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201617,CS1M00100G,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,VA1MIT5001,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201617,FI1M01100R,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201617,PG1M00500G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201617,RM1M003001,SCUOLA SECONDARIA I GRADO,1,11 anni,49
201617,GE1M030003,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,TO1MNU500Z,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201617,MI1M018006,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201617,MI1M089008,SCUOLA SECONDARIA I GRADO,1,11 anni,8
201617,CT1M00700N,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201617,VA1M013001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201617,PD1M00800T,SCUOLA SECONDARIA I GRADO,3,12 anni,8
201617,MI1M056001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,RM1M08400N,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201617,GE1M007002,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,PV1M00200A,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,RM1M106009,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201617,MI1MN45001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201617,BO1M00900P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,VR1M01500P,SCUOLA SECONDARIA I GRADO,3,13 anni,70
201617,BS1M01000D,SCUOLA SECONDARIA I GRADO,2,12 anni,34
201617,GE1M03300E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201617,CN1M001008,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MI1M09300X,SCUOLA SECONDARIA I GRADO,2,12 anni,55
201617,CT1M00100P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,VE1M006008,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201617,MI1M068007,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201617,SR1M00200P,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201617,VR1M02200T,SCUOLA SECONDARIA I GRADO,1,11 anni,28
201617,NA1M008005,SCUOLA SECONDARIA I GRADO,2,11 anni,19
201617,UD1M00100D,SCUOLA SECONDARIA I GRADO,1,11 anni,31
201617,BG1M9L500G,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201617,GE1M015001,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,VR1M026005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
